row_index,GeneType,class_index
15059,BIOLOGICAL_REGION,0
15060,PSEUDO,3
15061,rRNA,5
15062,tRNA,9
15063,BIOLOGICAL_REGION,0
15064,PROTEIN_CODING,2
15065,rRNA,5
15066,snoRNA,8
15067,BIOLOGICAL_REGION,0
15068,PROTEIN_CODING,2
15069,PSEUDO,3
15070,rRNA,5
15071,PSEUDO,3
15072,snoRNA,8
15073,PSEUDO,3
15074,PSEUDO,3
15075,PSEUDO,3
15076,OTHER,1
15077,ncRNA,4
15078,PSEUDO,3
15079,ncRNA,4
15080,PSEUDO,3
15081,tRNA,9
15082,ncRNA,4
15083,BIOLOGICAL_REGION,0
15084,PSEUDO,3
15085,PSEUDO,3
15086,BIOLOGICAL_REGION,0
15087,BIOLOGICAL_REGION,0
15088,BIOLOGICAL_REGION,0
15089,rRNA,5
15090,PSEUDO,3
15091,BIOLOGICAL_REGION,0
15092,PSEUDO,3
15093,PSEUDO,3
15094,PSEUDO,3
15095,PSEUDO,3
15096,BIOLOGICAL_REGION,0
15097,PSEUDO,3
15098,PSEUDO,3
15099,ncRNA,4
15100,PSEUDO,3
15101,PSEUDO,3
15102,PSEUDO,3
15103,ncRNA,4
15104,snoRNA,8
15105,BIOLOGICAL_REGION,0
15106,PSEUDO,3
15107,PSEUDO,3
15108,PSEUDO,3
15109,PSEUDO,3
15110,PSEUDO,3
15111,PSEUDO,3
15112,PSEUDO,3
15113,PSEUDO,3
15114,BIOLOGICAL_REGION,0
15115,BIOLOGICAL_REGION,0
15116,ncRNA,4
15117,BIOLOGICAL_REGION,0
15118,PSEUDO,3
15119,PSEUDO,3
15120,BIOLOGICAL_REGION,0
15121,rRNA,5
15122,BIOLOGICAL_REGION,0
15123,PSEUDO,3
15124,ncRNA,4
15125,PSEUDO,3
15126,BIOLOGICAL_REGION,0
15127,BIOLOGICAL_REGION,0
15128,PSEUDO,3
15129,PSEUDO,3
15130,BIOLOGICAL_REGION,0
15131,ncRNA,4
15132,PSEUDO,3
15133,PSEUDO,3
15134,BIOLOGICAL_REGION,0
15135,PSEUDO,3
15136,PSEUDO,3
15137,PSEUDO,3
15138,PSEUDO,3
15139,PSEUDO,3
15140,BIOLOGICAL_REGION,0
15141,PSEUDO,3
15142,PSEUDO,3
15143,PSEUDO,3
15144,BIOLOGICAL_REGION,0
15145,BIOLOGICAL_REGION,0
15146,BIOLOGICAL_REGION,0
15147,PSEUDO,3
15148,PSEUDO,3
15149,BIOLOGICAL_REGION,0
15150,snoRNA,8
15151,PSEUDO,3
15152,ncRNA,4
15153,BIOLOGICAL_REGION,0
15154,PSEUDO,3
15155,PROTEIN_CODING,2
15156,ncRNA,4
15157,rRNA,5
15158,BIOLOGICAL_REGION,0
15159,BIOLOGICAL_REGION,0
15160,PSEUDO,3
15161,BIOLOGICAL_REGION,0
15162,BIOLOGICAL_REGION,0
15163,PSEUDO,3
15164,PSEUDO,3
15165,BIOLOGICAL_REGION,0
15166,snoRNA,8
15167,PSEUDO,3
15168,BIOLOGICAL_REGION,0
15169,PSEUDO,3
15170,snRNA,7
15171,PSEUDO,3
15172,BIOLOGICAL_REGION,0
15173,BIOLOGICAL_REGION,0
15174,PSEUDO,3
15175,rRNA,5
15176,PSEUDO,3
15177,BIOLOGICAL_REGION,0
15178,PSEUDO,3
15179,ncRNA,4
15180,PSEUDO,3
15181,BIOLOGICAL_REGION,0
15182,PSEUDO,3
15183,PROTEIN_CODING,2
15184,PSEUDO,3
15185,PSEUDO,3
15186,BIOLOGICAL_REGION,0
15187,PSEUDO,3
15188,PSEUDO,3
15189,BIOLOGICAL_REGION,0
15190,BIOLOGICAL_REGION,0
15191,ncRNA,4
15192,snoRNA,8
15193,PSEUDO,3
15194,PSEUDO,3
15195,ncRNA,4
15196,PSEUDO,3
15197,PSEUDO,3
15198,BIOLOGICAL_REGION,0
15199,PSEUDO,3
15200,PSEUDO,3
15201,BIOLOGICAL_REGION,0
15202,PSEUDO,3
15203,PSEUDO,3
15204,PSEUDO,3
15205,BIOLOGICAL_REGION,0
15206,PSEUDO,3
15207,PSEUDO,3
15208,BIOLOGICAL_REGION,0
15209,PSEUDO,3
15210,tRNA,9
15211,snoRNA,8
15212,BIOLOGICAL_REGION,0
15213,PSEUDO,3
15214,BIOLOGICAL_REGION,0
15215,PSEUDO,3
15216,BIOLOGICAL_REGION,0
15217,BIOLOGICAL_REGION,0
15218,BIOLOGICAL_REGION,0
15219,PSEUDO,3
15220,snoRNA,8
15221,BIOLOGICAL_REGION,0
15222,ncRNA,4
15223,PSEUDO,3
15224,PSEUDO,3
15225,BIOLOGICAL_REGION,0
15226,BIOLOGICAL_REGION,0
15227,BIOLOGICAL_REGION,0
15228,PSEUDO,3
15229,snoRNA,8
15230,PSEUDO,3
15231,BIOLOGICAL_REGION,0
15232,ncRNA,4
15233,PSEUDO,3
15234,PSEUDO,3
15235,snoRNA,8
15236,PSEUDO,3
15237,PSEUDO,3
15238,BIOLOGICAL_REGION,0
15239,PSEUDO,3
15240,OTHER,1
15241,PSEUDO,3
15242,ncRNA,4
15243,ncRNA,4
15244,PSEUDO,3
15245,PSEUDO,3
15246,BIOLOGICAL_REGION,0
15247,PROTEIN_CODING,2
15248,PSEUDO,3
15249,ncRNA,4
15250,PSEUDO,3
15251,PSEUDO,3
15252,BIOLOGICAL_REGION,0
15253,BIOLOGICAL_REGION,0
15254,BIOLOGICAL_REGION,0
15255,PSEUDO,3
15256,BIOLOGICAL_REGION,0
15257,PSEUDO,3
15258,PSEUDO,3
15259,PSEUDO,3
15260,PSEUDO,3
15261,PSEUDO,3
15262,tRNA,9
15263,PSEUDO,3
15264,snoRNA,8
15265,BIOLOGICAL_REGION,0
15266,snoRNA,8
15267,PSEUDO,3
15268,BIOLOGICAL_REGION,0
15269,PSEUDO,3
15270,PSEUDO,3
15271,ncRNA,4
15272,BIOLOGICAL_REGION,0
15273,BIOLOGICAL_REGION,0
15274,BIOLOGICAL_REGION,0
15275,ncRNA,4
15276,PSEUDO,3
15277,PSEUDO,3
15278,PSEUDO,3
15279,PSEUDO,3
15280,PSEUDO,3
15281,PSEUDO,3
15282,BIOLOGICAL_REGION,0
15283,BIOLOGICAL_REGION,0
15284,ncRNA,4
15285,PSEUDO,3
15286,BIOLOGICAL_REGION,0
15287,snoRNA,8
15288,PSEUDO,3
15289,BIOLOGICAL_REGION,0
15290,PSEUDO,3
15291,PSEUDO,3
15292,BIOLOGICAL_REGION,0
15293,ncRNA,4
15294,BIOLOGICAL_REGION,0
15295,PSEUDO,3
15296,BIOLOGICAL_REGION,0
15297,ncRNA,4
15298,BIOLOGICAL_REGION,0
15299,BIOLOGICAL_REGION,0
15300,ncRNA,4
15301,PSEUDO,3
15302,PSEUDO,3
15303,BIOLOGICAL_REGION,0
15304,BIOLOGICAL_REGION,0
15305,PSEUDO,3
15306,PSEUDO,3
15307,PSEUDO,3
15308,PSEUDO,3
15309,PSEUDO,3
15310,PSEUDO,3
15311,BIOLOGICAL_REGION,0
15312,BIOLOGICAL_REGION,0
15313,PSEUDO,3
15314,PSEUDO,3
15315,PSEUDO,3
15316,BIOLOGICAL_REGION,0
15317,PSEUDO,3
15318,snoRNA,8
15319,BIOLOGICAL_REGION,0
15320,PSEUDO,3
15321,PSEUDO,3
15322,PROTEIN_CODING,2
15323,BIOLOGICAL_REGION,0
15324,PSEUDO,3
15325,snoRNA,8
15326,ncRNA,4
15327,BIOLOGICAL_REGION,0
15328,BIOLOGICAL_REGION,0
15329,BIOLOGICAL_REGION,0
15330,PSEUDO,3
15331,PSEUDO,3
15332,BIOLOGICAL_REGION,0
15333,rRNA,5
15334,PSEUDO,3
15335,PSEUDO,3
15336,ncRNA,4
15337,rRNA,5
15338,BIOLOGICAL_REGION,0
15339,BIOLOGICAL_REGION,0
15340,BIOLOGICAL_REGION,0
15341,PSEUDO,3
15342,BIOLOGICAL_REGION,0
15343,PSEUDO,3
15344,ncRNA,4
15345,BIOLOGICAL_REGION,0
15346,PSEUDO,3
15347,BIOLOGICAL_REGION,0
15348,snoRNA,8
15349,OTHER,1
15350,PSEUDO,3
15351,PROTEIN_CODING,2
15352,PSEUDO,3
15353,PSEUDO,3
15354,PSEUDO,3
15355,ncRNA,4
15356,BIOLOGICAL_REGION,0
15357,OTHER,1
15358,BIOLOGICAL_REGION,0
15359,ncRNA,4
15360,snoRNA,8
15361,BIOLOGICAL_REGION,0
15362,ncRNA,4
15363,PSEUDO,3
15364,BIOLOGICAL_REGION,0
15365,PSEUDO,3
15366,BIOLOGICAL_REGION,0
15367,BIOLOGICAL_REGION,0
15368,PSEUDO,3
15369,PSEUDO,3
15370,ncRNA,4
15371,PSEUDO,3
15372,BIOLOGICAL_REGION,0
15373,PSEUDO,3
15374,PSEUDO,3
15375,PSEUDO,3
15376,BIOLOGICAL_REGION,0
15377,PSEUDO,3
15378,PSEUDO,3
15379,PSEUDO,3
15380,ncRNA,4
15381,BIOLOGICAL_REGION,0
15382,PSEUDO,3
15383,OTHER,1
15384,BIOLOGICAL_REGION,0
15385,BIOLOGICAL_REGION,0
15386,PSEUDO,3
15387,PSEUDO,3
15388,ncRNA,4
15389,PSEUDO,3
15390,BIOLOGICAL_REGION,0
15391,BIOLOGICAL_REGION,0
15392,BIOLOGICAL_REGION,0
15393,PSEUDO,3
15394,ncRNA,4
15395,PROTEIN_CODING,2
15396,snRNA,7
15397,PSEUDO,3
15398,PSEUDO,3
15399,ncRNA,4
15400,PSEUDO,3
15401,BIOLOGICAL_REGION,0
15402,ncRNA,4
15403,PSEUDO,3
15404,rRNA,5
15405,PSEUDO,3
15406,PSEUDO,3
15407,BIOLOGICAL_REGION,0
15408,BIOLOGICAL_REGION,0
15409,BIOLOGICAL_REGION,0
15410,ncRNA,4
15411,PSEUDO,3
15412,BIOLOGICAL_REGION,0
15413,PSEUDO,3
15414,rRNA,5
15415,snoRNA,8
15416,PSEUDO,3
15417,PSEUDO,3
15418,BIOLOGICAL_REGION,0
15419,PSEUDO,3
15420,BIOLOGICAL_REGION,0
15421,ncRNA,4
15422,PSEUDO,3
15423,PSEUDO,3
15424,PSEUDO,3
15425,PSEUDO,3
15426,snoRNA,8
15427,BIOLOGICAL_REGION,0
15428,BIOLOGICAL_REGION,0
15429,PSEUDO,3
15430,PSEUDO,3
15431,PSEUDO,3
15432,BIOLOGICAL_REGION,0
15433,PSEUDO,3
15434,ncRNA,4
15435,PSEUDO,3
15436,PSEUDO,3
15437,ncRNA,4
15438,PSEUDO,3
15439,BIOLOGICAL_REGION,0
15440,PSEUDO,3
15441,BIOLOGICAL_REGION,0
15442,PSEUDO,3
15443,BIOLOGICAL_REGION,0
15444,ncRNA,4
15445,PSEUDO,3
15446,BIOLOGICAL_REGION,0
15447,PSEUDO,3
15448,PSEUDO,3
15449,BIOLOGICAL_REGION,0
15450,BIOLOGICAL_REGION,0
15451,PSEUDO,3
15452,PSEUDO,3
15453,PSEUDO,3
15454,tRNA,9
15455,PSEUDO,3
15456,BIOLOGICAL_REGION,0
15457,PSEUDO,3
15458,BIOLOGICAL_REGION,0
15459,PSEUDO,3
15460,PSEUDO,3
15461,PSEUDO,3
15462,BIOLOGICAL_REGION,0
15463,PSEUDO,3
15464,snoRNA,8
15465,BIOLOGICAL_REGION,0
15466,PSEUDO,3
15467,rRNA,5
15468,BIOLOGICAL_REGION,0
15469,PSEUDO,3
15470,BIOLOGICAL_REGION,0
15471,ncRNA,4
15472,PSEUDO,3
15473,PSEUDO,3
15474,PSEUDO,3
15475,PSEUDO,3
15476,PSEUDO,3
15477,PSEUDO,3
15478,PSEUDO,3
15479,BIOLOGICAL_REGION,0
15480,BIOLOGICAL_REGION,0
15481,PSEUDO,3
15482,snoRNA,8
15483,PSEUDO,3
15484,PSEUDO,3
15485,BIOLOGICAL_REGION,0
15486,PSEUDO,3
15487,PROTEIN_CODING,2
15488,PROTEIN_CODING,2
15489,PSEUDO,3
15490,PSEUDO,3
15491,PSEUDO,3
15492,PSEUDO,3
15493,snoRNA,8
15494,BIOLOGICAL_REGION,0
15495,PSEUDO,3
15496,PSEUDO,3
15497,PSEUDO,3
15498,PSEUDO,3
15499,ncRNA,4
15500,BIOLOGICAL_REGION,0
15501,snoRNA,8
15502,PROTEIN_CODING,2
15503,BIOLOGICAL_REGION,0
15504,BIOLOGICAL_REGION,0
15505,PSEUDO,3
15506,PSEUDO,3
15507,BIOLOGICAL_REGION,0
15508,PSEUDO,3
15509,snoRNA,8
15510,snoRNA,8
15511,rRNA,5
15512,BIOLOGICAL_REGION,0
15513,ncRNA,4
15514,PSEUDO,3
15515,tRNA,9
15516,BIOLOGICAL_REGION,0
15517,BIOLOGICAL_REGION,0
15518,PSEUDO,3
15519,snoRNA,8
15520,PSEUDO,3
15521,OTHER,1
15522,BIOLOGICAL_REGION,0
15523,snoRNA,8
15524,tRNA,9
15525,BIOLOGICAL_REGION,0
15526,PSEUDO,3
15527,BIOLOGICAL_REGION,0
15528,PSEUDO,3
15529,PSEUDO,3
15530,PSEUDO,3
15531,PSEUDO,3
15532,BIOLOGICAL_REGION,0
15533,BIOLOGICAL_REGION,0
15534,ncRNA,4
15535,rRNA,5
15536,ncRNA,4
15537,BIOLOGICAL_REGION,0
15538,PSEUDO,3
15539,PSEUDO,3
15540,PSEUDO,3
15541,PSEUDO,3
15542,ncRNA,4
15543,BIOLOGICAL_REGION,0
15544,snoRNA,8
15545,ncRNA,4
15546,snoRNA,8
15547,ncRNA,4
15548,BIOLOGICAL_REGION,0
15549,ncRNA,4
15550,PROTEIN_CODING,2
15551,OTHER,1
15552,OTHER,1
15553,ncRNA,4
15554,BIOLOGICAL_REGION,0
15555,PSEUDO,3
15556,BIOLOGICAL_REGION,0
15557,BIOLOGICAL_REGION,0
15558,ncRNA,4
15559,BIOLOGICAL_REGION,0
15560,BIOLOGICAL_REGION,0
15561,PSEUDO,3
15562,PSEUDO,3
15563,BIOLOGICAL_REGION,0
15564,BIOLOGICAL_REGION,0
15565,PSEUDO,3
15566,OTHER,1
15567,PSEUDO,3
15568,PSEUDO,3
15569,tRNA,9
15570,tRNA,9
15571,PSEUDO,3
15572,PSEUDO,3
15573,PSEUDO,3
15574,PSEUDO,3
15575,BIOLOGICAL_REGION,0
15576,PSEUDO,3
15577,ncRNA,4
15578,PSEUDO,3
15579,ncRNA,4
15580,PSEUDO,3
15581,PSEUDO,3
15582,PSEUDO,3
15583,BIOLOGICAL_REGION,0
15584,PSEUDO,3
15585,snoRNA,8
15586,PSEUDO,3
15587,PSEUDO,3
15588,tRNA,9
15589,PSEUDO,3
15590,PSEUDO,3
15591,PSEUDO,3
15592,snoRNA,8
15593,PSEUDO,3
15594,BIOLOGICAL_REGION,0
15595,tRNA,9
15596,BIOLOGICAL_REGION,0
15597,PSEUDO,3
15598,snoRNA,8
15599,PSEUDO,3
15600,PROTEIN_CODING,2
15601,PROTEIN_CODING,2
15602,BIOLOGICAL_REGION,0
15603,PSEUDO,3
15604,snoRNA,8
15605,PSEUDO,3
15606,rRNA,5
15607,snoRNA,8
15608,PSEUDO,3
15609,snRNA,7
15610,BIOLOGICAL_REGION,0
15611,PSEUDO,3
15612,PSEUDO,3
15613,tRNA,9
15614,PSEUDO,3
15615,BIOLOGICAL_REGION,0
15616,PSEUDO,3
15617,PSEUDO,3
15618,BIOLOGICAL_REGION,0
15619,BIOLOGICAL_REGION,0
15620,snoRNA,8
15621,PSEUDO,3
15622,PSEUDO,3
15623,PSEUDO,3
15624,PSEUDO,3
15625,BIOLOGICAL_REGION,0
15626,OTHER,1
15627,PSEUDO,3
15628,PSEUDO,3
15629,OTHER,1
15630,tRNA,9
15631,PSEUDO,3
15632,PROTEIN_CODING,2
15633,BIOLOGICAL_REGION,0
15634,BIOLOGICAL_REGION,0
15635,BIOLOGICAL_REGION,0
15636,PSEUDO,3
15637,BIOLOGICAL_REGION,0
15638,PSEUDO,3
15639,PSEUDO,3
15640,PSEUDO,3
15641,snoRNA,8
15642,PSEUDO,3
15643,BIOLOGICAL_REGION,0
15644,BIOLOGICAL_REGION,0
15645,ncRNA,4
15646,PROTEIN_CODING,2
15647,ncRNA,4
15648,BIOLOGICAL_REGION,0
15649,ncRNA,4
15650,PSEUDO,3
15651,PROTEIN_CODING,2
15652,snoRNA,8
15653,PSEUDO,3
15654,ncRNA,4
15655,tRNA,9
15656,PSEUDO,3
15657,BIOLOGICAL_REGION,0
15658,PSEUDO,3
15659,PSEUDO,3
15660,ncRNA,4
15661,BIOLOGICAL_REGION,0
15662,BIOLOGICAL_REGION,0
15663,BIOLOGICAL_REGION,0
15664,BIOLOGICAL_REGION,0
15665,PSEUDO,3
15666,PSEUDO,3
15667,ncRNA,4
15668,BIOLOGICAL_REGION,0
15669,BIOLOGICAL_REGION,0
15670,PSEUDO,3
15671,PSEUDO,3
15672,BIOLOGICAL_REGION,0
15673,BIOLOGICAL_REGION,0
15674,PSEUDO,3
15675,PSEUDO,3
15676,PSEUDO,3
15677,PSEUDO,3
15678,BIOLOGICAL_REGION,0
15679,ncRNA,4
15680,PSEUDO,3
15681,PSEUDO,3
15682,BIOLOGICAL_REGION,0
15683,PSEUDO,3
15684,ncRNA,4
15685,BIOLOGICAL_REGION,0
15686,BIOLOGICAL_REGION,0
15687,PSEUDO,3
15688,PSEUDO,3
15689,PSEUDO,3
15690,BIOLOGICAL_REGION,0
15691,snoRNA,8
15692,PSEUDO,3
15693,BIOLOGICAL_REGION,0
15694,PSEUDO,3
15695,rRNA,5
15696,BIOLOGICAL_REGION,0
15697,BIOLOGICAL_REGION,0
15698,PSEUDO,3
15699,PSEUDO,3
15700,BIOLOGICAL_REGION,0
15701,rRNA,5
15702,tRNA,9
15703,PSEUDO,3
15704,PSEUDO,3
15705,PSEUDO,3
15706,PSEUDO,3
15707,PSEUDO,3
15708,PSEUDO,3
15709,BIOLOGICAL_REGION,0
15710,PSEUDO,3
15711,BIOLOGICAL_REGION,0
15712,BIOLOGICAL_REGION,0
15713,PSEUDO,3
15714,PSEUDO,3
15715,BIOLOGICAL_REGION,0
15716,BIOLOGICAL_REGION,0
15717,PSEUDO,3
15718,PSEUDO,3
15719,PSEUDO,3
15720,OTHER,1
15721,PSEUDO,3
15722,BIOLOGICAL_REGION,0
15723,ncRNA,4
15724,BIOLOGICAL_REGION,0
15725,ncRNA,4
15726,BIOLOGICAL_REGION,0
15727,PSEUDO,3
15728,PSEUDO,3
15729,PSEUDO,3
15730,BIOLOGICAL_REGION,0
15731,PSEUDO,3
15732,PSEUDO,3
15733,PSEUDO,3
15734,PSEUDO,3
15735,PROTEIN_CODING,2
15736,PSEUDO,3
15737,PSEUDO,3
15738,PSEUDO,3
15739,snRNA,7
15740,BIOLOGICAL_REGION,0
15741,PSEUDO,3
15742,BIOLOGICAL_REGION,0
15743,BIOLOGICAL_REGION,0
15744,PSEUDO,3
15745,BIOLOGICAL_REGION,0
15746,OTHER,1
15747,PSEUDO,3
15748,ncRNA,4
15749,PSEUDO,3
15750,BIOLOGICAL_REGION,0
15751,BIOLOGICAL_REGION,0
15752,PSEUDO,3
15753,PSEUDO,3
15754,BIOLOGICAL_REGION,0
15755,BIOLOGICAL_REGION,0
15756,PSEUDO,3
15757,PSEUDO,3
15758,PSEUDO,3
15759,PSEUDO,3
15760,BIOLOGICAL_REGION,0
15761,ncRNA,4
15762,snoRNA,8
15763,PSEUDO,3
15764,BIOLOGICAL_REGION,0
15765,BIOLOGICAL_REGION,0
15766,PSEUDO,3
15767,PSEUDO,3
15768,snRNA,7
15769,BIOLOGICAL_REGION,0
15770,PSEUDO,3
15771,PSEUDO,3
15772,BIOLOGICAL_REGION,0
15773,BIOLOGICAL_REGION,0
15774,BIOLOGICAL_REGION,0
15775,BIOLOGICAL_REGION,0
15776,PSEUDO,3
15777,BIOLOGICAL_REGION,0
15778,BIOLOGICAL_REGION,0
15779,PSEUDO,3
15780,BIOLOGICAL_REGION,0
15781,snoRNA,8
15782,PSEUDO,3
15783,snoRNA,8
15784,PSEUDO,3
15785,BIOLOGICAL_REGION,0
15786,snoRNA,8
15787,PSEUDO,3
15788,PSEUDO,3
15789,PSEUDO,3
15790,PSEUDO,3
15791,PSEUDO,3
15792,PSEUDO,3
15793,BIOLOGICAL_REGION,0
15794,ncRNA,4
15795,BIOLOGICAL_REGION,0
15796,BIOLOGICAL_REGION,0
15797,BIOLOGICAL_REGION,0
15798,PSEUDO,3
15799,rRNA,5
15800,PSEUDO,3
15801,PSEUDO,3
15802,ncRNA,4
15803,BIOLOGICAL_REGION,0
15804,BIOLOGICAL_REGION,0
15805,PSEUDO,3
15806,ncRNA,4
15807,BIOLOGICAL_REGION,0
15808,BIOLOGICAL_REGION,0
15809,PSEUDO,3
15810,snoRNA,8
15811,PSEUDO,3
15812,BIOLOGICAL_REGION,0
15813,PSEUDO,3
15814,BIOLOGICAL_REGION,0
15815,PSEUDO,3
15816,ncRNA,4
15817,BIOLOGICAL_REGION,0
15818,PSEUDO,3
15819,BIOLOGICAL_REGION,0
15820,ncRNA,4
15821,PSEUDO,3
15822,BIOLOGICAL_REGION,0
15823,PSEUDO,3
15824,PSEUDO,3
15825,rRNA,5
15826,BIOLOGICAL_REGION,0
15827,PSEUDO,3
15828,BIOLOGICAL_REGION,0
15829,BIOLOGICAL_REGION,0
15830,BIOLOGICAL_REGION,0
15831,BIOLOGICAL_REGION,0
15832,PSEUDO,3
15833,ncRNA,4
15834,PSEUDO,3
15835,BIOLOGICAL_REGION,0
15836,BIOLOGICAL_REGION,0
15837,PSEUDO,3
15838,BIOLOGICAL_REGION,0
15839,BIOLOGICAL_REGION,0
15840,PSEUDO,3
15841,snoRNA,8
15842,BIOLOGICAL_REGION,0
15843,PSEUDO,3
15844,PSEUDO,3
15845,ncRNA,4
15846,PSEUDO,3
15847,BIOLOGICAL_REGION,0
15848,PSEUDO,3
15849,BIOLOGICAL_REGION,0
15850,BIOLOGICAL_REGION,0
15851,OTHER,1
15852,ncRNA,4
15853,PSEUDO,3
15854,BIOLOGICAL_REGION,0
15855,PSEUDO,3
15856,PSEUDO,3
15857,PSEUDO,3
15858,PROTEIN_CODING,2
15859,BIOLOGICAL_REGION,0
15860,ncRNA,4
15861,PSEUDO,3
15862,BIOLOGICAL_REGION,0
15863,PSEUDO,3
15864,BIOLOGICAL_REGION,0
15865,BIOLOGICAL_REGION,0
15866,snoRNA,8
15867,PSEUDO,3
15868,BIOLOGICAL_REGION,0
15869,PSEUDO,3
15870,ncRNA,4
15871,PSEUDO,3
15872,ncRNA,4
15873,BIOLOGICAL_REGION,0
15874,ncRNA,4
15875,ncRNA,4
15876,PSEUDO,3
15877,PSEUDO,3
15878,PSEUDO,3
15879,BIOLOGICAL_REGION,0
15880,PSEUDO,3
15881,ncRNA,4
15882,OTHER,1
15883,PSEUDO,3
15884,BIOLOGICAL_REGION,0
15885,PSEUDO,3
15886,PSEUDO,3
15887,PSEUDO,3
15888,PSEUDO,3
15889,PSEUDO,3
15890,BIOLOGICAL_REGION,0
15891,BIOLOGICAL_REGION,0
15892,PSEUDO,3
15893,ncRNA,4
15894,BIOLOGICAL_REGION,0
15895,ncRNA,4
15896,PSEUDO,3
15897,PSEUDO,3
15898,PSEUDO,3
15899,snoRNA,8
15900,BIOLOGICAL_REGION,0
15901,PSEUDO,3
15902,PSEUDO,3
15903,PSEUDO,3
15904,snoRNA,8
15905,PSEUDO,3
15906,BIOLOGICAL_REGION,0
15907,PSEUDO,3
15908,PSEUDO,3
15909,ncRNA,4
15910,PSEUDO,3
15911,BIOLOGICAL_REGION,0
15912,PSEUDO,3
15913,BIOLOGICAL_REGION,0
15914,PSEUDO,3
15915,PSEUDO,3
15916,BIOLOGICAL_REGION,0
15917,PSEUDO,3
15918,PSEUDO,3
15919,PSEUDO,3
15920,PSEUDO,3
15921,PSEUDO,3
15922,BIOLOGICAL_REGION,0
15923,ncRNA,4
15924,PSEUDO,3
15925,PSEUDO,3
15926,BIOLOGICAL_REGION,0
15927,BIOLOGICAL_REGION,0
15928,BIOLOGICAL_REGION,0
15929,PSEUDO,3
15930,ncRNA,4
15931,ncRNA,4
15932,BIOLOGICAL_REGION,0
15933,PSEUDO,3
15934,PSEUDO,3
15935,PSEUDO,3
15936,BIOLOGICAL_REGION,0
15937,ncRNA,4
15938,ncRNA,4
15939,ncRNA,4
15940,ncRNA,4
15941,snoRNA,8
15942,BIOLOGICAL_REGION,0
15943,PSEUDO,3
15944,PSEUDO,3
15945,BIOLOGICAL_REGION,0
15946,BIOLOGICAL_REGION,0
15947,rRNA,5
15948,PSEUDO,3
15949,PSEUDO,3
15950,PSEUDO,3
15951,BIOLOGICAL_REGION,0
15952,ncRNA,4
15953,PSEUDO,3
15954,PSEUDO,3
15955,ncRNA,4
15956,PSEUDO,3
15957,BIOLOGICAL_REGION,0
15958,PSEUDO,3
15959,PSEUDO,3
15960,BIOLOGICAL_REGION,0
15961,BIOLOGICAL_REGION,0
15962,ncRNA,4
15963,BIOLOGICAL_REGION,0
15964,PSEUDO,3
15965,ncRNA,4
15966,PSEUDO,3
15967,BIOLOGICAL_REGION,0
15968,BIOLOGICAL_REGION,0
15969,snRNA,7
15970,ncRNA,4
15971,PSEUDO,3
15972,PSEUDO,3
15973,PSEUDO,3
15974,BIOLOGICAL_REGION,0
15975,PSEUDO,3
15976,ncRNA,4
15977,PSEUDO,3
15978,BIOLOGICAL_REGION,0
15979,PSEUDO,3
15980,PSEUDO,3
15981,PSEUDO,3
15982,ncRNA,4
15983,PSEUDO,3
15984,PSEUDO,3
15985,BIOLOGICAL_REGION,0
15986,BIOLOGICAL_REGION,0
15987,PSEUDO,3
15988,PSEUDO,3
15989,ncRNA,4
15990,PSEUDO,3
15991,PSEUDO,3
15992,PSEUDO,3
15993,PSEUDO,3
15994,PSEUDO,3
15995,PSEUDO,3
15996,PSEUDO,3
15997,PSEUDO,3
15998,snoRNA,8
15999,PSEUDO,3
16000,BIOLOGICAL_REGION,0
16001,BIOLOGICAL_REGION,0
16002,snoRNA,8
16003,BIOLOGICAL_REGION,0
16004,PSEUDO,3
16005,PSEUDO,3
16006,PSEUDO,3
16007,PSEUDO,3
16008,BIOLOGICAL_REGION,0
16009,PSEUDO,3
16010,BIOLOGICAL_REGION,0
16011,PSEUDO,3
16012,PSEUDO,3
16013,OTHER,1
16014,rRNA,5
16015,ncRNA,4
16016,BIOLOGICAL_REGION,0
16017,PSEUDO,3
16018,BIOLOGICAL_REGION,0
16019,PSEUDO,3
16020,PSEUDO,3
16021,PSEUDO,3
16022,PSEUDO,3
16023,PSEUDO,3
16024,PSEUDO,3
16025,PSEUDO,3
16026,PSEUDO,3
16027,PSEUDO,3
16028,PSEUDO,3
16029,PSEUDO,3
16030,ncRNA,4
16031,PSEUDO,3
16032,OTHER,1
16033,PSEUDO,3
16034,PSEUDO,3
16035,PSEUDO,3
16036,snoRNA,8
16037,PSEUDO,3
16038,PROTEIN_CODING,2
16039,PSEUDO,3
16040,PSEUDO,3
16041,PSEUDO,3
16042,BIOLOGICAL_REGION,0
16043,PSEUDO,3
16044,PSEUDO,3
16045,snoRNA,8
16046,PSEUDO,3
16047,ncRNA,4
16048,PSEUDO,3
16049,BIOLOGICAL_REGION,0
16050,ncRNA,4
16051,PSEUDO,3
16052,BIOLOGICAL_REGION,0
16053,BIOLOGICAL_REGION,0
16054,PROTEIN_CODING,2
16055,ncRNA,4
16056,PSEUDO,3
16057,ncRNA,4
16058,PSEUDO,3
16059,PSEUDO,3
16060,snoRNA,8
16061,BIOLOGICAL_REGION,0
16062,BIOLOGICAL_REGION,0
16063,PSEUDO,3
16064,BIOLOGICAL_REGION,0
16065,ncRNA,4
16066,PSEUDO,3
16067,PSEUDO,3
16068,PSEUDO,3
